image_id,class_id,super_class_id,path,image_path,source_split
2699,375,1,bicycle_final/181756392425_5.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/181756392425_5.JPG,train
58067,11021,12,toaster_final/171893061149_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/toaster_final/171893061149_1.JPG,train
45258,8284,9,sofa_final/191632667994_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/sofa_final/191632667994_1.JPG,train
114624,21512,11,table_final/351233382493_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/table_final/351233382493_1.JPG,test
106916,19819,10,stapler_final/261977028745_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/stapler_final/261977028745_1.JPG,test
53930,10118,11,table_final/191432097835_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/table_final/191432097835_1.JPG,train
100949,18589,8,mug_final/351172903042_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/mug_final/351172903042_0.JPG,test
98871,18196,8,mug_final/291533321801_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/mug_final/291533321801_0.JPG,test
59140,11236,12,toaster_final/201404661259_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/toaster_final/201404661259_0.JPG,train
114861,21546,11,table_final/360953893833_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/table_final/360953893833_0.JPG,test
23308,4028,5,fan_final/191594259428_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/fan_final/191594259428_1.JPG,train
24939,4336,6,kettle_final/131498040463_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/kettle_final/131498040463_1.JPG,train
108736,20197,10,stapler_final/321816773962_4.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/stapler_final/321816773962_4.JPG,test
102199,18847,9,sofa_final/201386916236_7.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/sofa_final/201386916236_7.JPG,test
76995,14155,4,coffee_maker_final/252045260966_8.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/coffee_maker_final/252045260966_8.JPG,test
69028,12764,2,cabinet_final/371399352512_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/cabinet_final/371399352512_2.JPG,test
74014,13613,3,chair_final/321599831753_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/chair_final/321599831753_2.JPG,test
84425,15562,6,kettle_final/251981506539_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/kettle_final/251981506539_0.JPG,test
22030,3794,5,fan_final/141742716919_5.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/fan_final/141742716919_5.JPG,train
112948,21165,11,table_final/291309937772_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/table_final/291309937772_0.JPG,test
106019,19625,9,sofa_final/400951675967_5.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/sofa_final/400951675967_5.JPG,test
95049,17477,7,lamp_final/400883279172_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/lamp_final/400883279172_3.JPG,test
61243,11582,1,bicycle_final/291365363042_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/291365363042_1.JPG,test
40393,7221,8,mug_final/201392185922_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/mug_final/201392185922_0.JPG,train
6898,1087,2,cabinet_final/161778551325_10.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/cabinet_final/161778551325_10.JPG,train
101252,18656,8,mug_final/361350303491_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/mug_final/361350303491_0.JPG,test
118558,22320,12,toaster_final/321825481908_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/toaster_final/321825481908_1.JPG,test
80080,14748,4,coffee_maker_final/331630642202_6.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/coffee_maker_final/331630642202_6.JPG,test
23436,4051,5,fan_final/201339798259_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/fan_final/201339798259_2.JPG,train
98322,18104,8,mug_final/281769586050_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/mug_final/281769586050_3.JPG,test
25620,4470,6,kettle_final/151613289559_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/kettle_final/151613289559_0.JPG,train
91968,16919,7,lamp_final/290986264870_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/lamp_final/290986264870_3.JPG,test
96422,17749,8,mug_final/261966467976_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/mug_final/261966467976_1.JPG,test
84371,15549,6,kettle_final/251919440811_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/kettle_final/251919440811_0.JPG,test
81849,15082,5,fan_final/271944787438_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/fan_final/271944787438_3.JPG,test
6822,1074,2,cabinet_final/161770491994_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/cabinet_final/161770491994_2.JPG,train
108022,20034,10,stapler_final/291535013490_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/stapler_final/291535013490_0.JPG,test
57692,10956,12,toaster_final/171663165695_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/toaster_final/171663165695_0.JPG,train
67625,12552,2,cabinet_final/321772488037_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/cabinet_final/321772488037_1.JPG,test
97059,17865,8,mug_final/271603543703_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/mug_final/271603543703_1.JPG,test
104901,19396,9,sofa_final/311413537839_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/sofa_final/311413537839_2.JPG,test
45706,8384,10,stapler_final/111736897039_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/stapler_final/111736897039_1.JPG,train
61950,11676,1,bicycle_final/321435742595_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/321435742595_2.JPG,test
104353,19269,9,sofa_final/291418309662_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/sofa_final/291418309662_1.JPG,test
108968,20250,10,stapler_final/331540898252_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/stapler_final/331540898252_0.JPG,test
43533,7865,9,sofa_final/161756049415_4.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/sofa_final/161756049415_4.JPG,train
90374,16648,7,lamp_final/261990263364_4.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/lamp_final/261990263364_4.JPG,test
28409,4996,6,kettle_final/221767150394_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/kettle_final/221767150394_1.JPG,train
19740,3385,4,coffee_maker_final/191516034356_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/coffee_maker_final/191516034356_3.JPG,train
73839,13581,3,chair_final/321595213053_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/chair_final/321595213053_0.JPG,test
111631,20883,11,table_final/271487909149_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/table_final/271487909149_0.JPG,test
34814,6124,7,lamp_final/221841784579_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/lamp_final/221841784579_3.JPG,train
10409,1643,3,chair_final/120773097470_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/chair_final/120773097470_0.JPG,train
38704,6891,8,mug_final/171871051060_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/mug_final/171871051060_1.JPG,train
64068,11962,2,cabinet_final/251678803308_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/cabinet_final/251678803308_0.JPG,test
99364,18275,8,mug_final/301651006865_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/mug_final/301651006865_0.JPG,test
107248,19885,10,stapler_final/271863593153_7.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/stapler_final/271863593153_7.JPG,test
89043,16412,7,lamp_final/231641718120_5.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/lamp_final/231641718120_5.JPG,test
6990,1097,2,cabinet_final/161783790735_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/cabinet_final/161783790735_1.JPG,train
18208,3116,4,coffee_maker_final/160833115475_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/coffee_maker_final/160833115475_2.JPG,train
46512,8556,10,stapler_final/141602626013_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/stapler_final/141602626013_1.JPG,train
69522,12835,2,cabinet_final/391196177350_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/cabinet_final/391196177350_1.JPG,test
51308,9561,11,table_final/141473868550_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/table_final/141473868550_2.JPG,train
70549,12986,3,chair_final/251734170363_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/chair_final/251734170363_3.JPG,test
113432,21277,11,table_final/301423285252_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/table_final/301423285252_0.JPG,test
76607,14078,4,coffee_maker_final/231654078277_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/coffee_maker_final/231654078277_2.JPG,test
77779,14298,4,coffee_maker_final/262009290211_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/coffee_maker_final/262009290211_2.JPG,test
39607,7074,8,mug_final/181828117912_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/mug_final/181828117912_0.JPG,train
30220,5316,7,lamp_final/121724113543_6.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/lamp_final/121724113543_6.JPG,train
38576,6870,8,mug_final/171858602202_11.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/mug_final/171858602202_11.JPG,train
63515,11875,1,bicycle_final/400949836073_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/400949836073_1.JPG,test
45758,8394,10,stapler_final/120889819289_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/stapler_final/120889819289_0.JPG,train
100848,18570,8,mug_final/331622606528_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/mug_final/331622606528_2.JPG,test
106714,19786,10,stapler_final/261856842836_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/stapler_final/261856842836_1.JPG,test
9921,1547,2,cabinet_final/221847047522_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/cabinet_final/221847047522_1.JPG,train
80016,14739,4,coffee_maker_final/331629776107_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/coffee_maker_final/331629776107_0.JPG,test
77248,14200,4,coffee_maker_final/252060185400_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/coffee_maker_final/252060185400_0.JPG,test
95131,17494,7,lamp_final/400958735817_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/lamp_final/400958735817_1.JPG,test
85566,15760,6,kettle_final/262008446388_6.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/kettle_final/262008446388_6.JPG,test
112372,21038,11,table_final/281513373641_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/table_final/281513373641_2.JPG,test
14537,2414,3,chair_final/201226064933_5.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/chair_final/201226064933_5.JPG,train
94021,17291,7,lamp_final/351462547074_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/lamp_final/351462547074_1.JPG,test
27082,4746,6,kettle_final/171896698015_5.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/kettle_final/171896698015_5.JPG,train
28217,4963,6,kettle_final/201403737599_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/kettle_final/201403737599_2.JPG,train
66016,12296,2,cabinet_final/281604502003_5.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/cabinet_final/281604502003_5.JPG,test
29980,5278,7,lamp_final/121714985826_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/lamp_final/121714985826_1.JPG,train
17787,3040,4,coffee_maker_final/151655795666_6.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/coffee_maker_final/151655795666_6.JPG,train
74171,13648,3,chair_final/331330149115_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/chair_final/331330149115_1.JPG,test
101932,18797,8,mug_final/400647457574_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/mug_final/400647457574_2.JPG,test
65408,12199,2,cabinet_final/271856145241_8.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/cabinet_final/271856145241_8.JPG,test
16842,2860,4,coffee_maker_final/121729677616_6.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/coffee_maker_final/121729677616_6.JPG,train
76928,14144,4,coffee_maker_final/252039695301_9.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/coffee_maker_final/252039695301_9.JPG,test
57625,10942,12,toaster_final/161794606189_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/toaster_final/161794606189_2.JPG,train
27731,4869,6,kettle_final/191603188697_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/kettle_final/191603188697_3.JPG,train
118132,22224,12,toaster_final/301696151952_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/toaster_final/301696151952_0.JPG,test
75202,13826,3,chair_final/371191709644_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/chair_final/371191709644_3.JPG,test
75539,13895,3,chair_final/381011490163_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/chair_final/381011490163_3.JPG,test
56299,10668,12,toaster_final/131538017880_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/toaster_final/131538017880_1.JPG,train
63953,11941,2,cabinet_final/231643465790_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/cabinet_final/231643465790_2.JPG,test
45776,8398,10,stapler_final/121082061175_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/stapler_final/121082061175_3.JPG,train
22812,3940,5,fan_final/171876448038_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/fan_final/171876448038_1.JPG,train
51312,9562,11,table_final/141474133156_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/table_final/141474133156_1.JPG,train
22760,3927,5,fan_final/171808294345_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/fan_final/171808294345_2.JPG,train
31509,5528,7,lamp_final/151745788668_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/lamp_final/151745788668_0.JPG,train
45190,8269,9,sofa_final/191253304605_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/sofa_final/191253304605_1.JPG,train
54965,10342,11,table_final/221625920999_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/table_final/221625920999_2.JPG,train
15456,2602,3,chair_final/231383448733_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/chair_final/231383448733_1.JPG,train
46337,8518,10,stapler_final/131569382092_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/stapler_final/131569382092_1.JPG,train
36497,6456,8,mug_final/131565430181_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/mug_final/131565430181_1.JPG,train
73110,13442,3,chair_final/301404982901_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/chair_final/301404982901_0.JPG,test
95568,17581,8,mug_final/252033617192_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/mug_final/252033617192_2.JPG,test
57129,10842,12,toaster_final/151774948153_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/toaster_final/151774948153_2.JPG,train
73052,13431,3,chair_final/301382438314_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/chair_final/301382438314_1.JPG,test
33060,5801,7,lamp_final/181705545275_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/lamp_final/181705545275_3.JPG,train
69811,12866,2,cabinet_final/400888350577_7.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/cabinet_final/400888350577_7.JPG,test
75268,13843,3,chair_final/371195266180_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/chair_final/371195266180_0.JPG,test
54730,10285,11,table_final/221619750077_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/table_final/221619750077_1.JPG,train
25107,4369,6,kettle_final/131577127649_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/kettle_final/131577127649_0.JPG,train
99069,18230,8,mug_final/301204684314_4.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/mug_final/301204684314_4.JPG,test
105075,19443,9,sofa_final/321805318110_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/sofa_final/321805318110_1.JPG,test
106207,19676,10,stapler_final/231646868169_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/stapler_final/231646868169_2.JPG,test
83253,15345,5,fan_final/361010141102_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/fan_final/361010141102_0.JPG,test
96114,17684,8,mug_final/261597443963_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/mug_final/261597443963_3.JPG,test
17892,3060,4,coffee_maker_final/151753564636_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/coffee_maker_final/151753564636_3.JPG,train
