image_id,class_id,super_class_id,path,image_path,source_split,exists
1808,263,1,bicycle_final/151762848343_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/151762848343_3.JPG,train,True
1824,264,1,bicycle_final/151763144417_8.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/151763144417_8.JPG,train,True
1828,265,1,bicycle_final/151764034116_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/151764034116_2.JPG,train,True
1831,266,1,bicycle_final/151765025415_10.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/151765025415_10.JPG,train,True
1864,269,1,bicycle_final/151766372760_4.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/151766372760_4.JPG,train,True
1901,277,1,bicycle_final/161633848506_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/161633848506_0.JPG,train,True
1905,278,1,bicycle_final/161672915708_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/161672915708_1.JPG,train,True
1911,279,1,bicycle_final/161673300885_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/161673300885_1.JPG,train,True
1927,282,1,bicycle_final/161739438239_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/161739438239_0.JPG,train,True
1941,284,1,bicycle_final/161749358291_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/161749358291_0.JPG,train,True
1953,285,1,bicycle_final/161756049059_8.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/161756049059_8.JPG,train,True
1973,290,1,bicycle_final/161766592008_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/161766592008_1.JPG,train,True
1998,293,1,bicycle_final/161773518058_7.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/161773518058_7.JPG,train,True
2001,294,1,bicycle_final/161777354031_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/161777354031_2.JPG,train,True
2035,298,1,bicycle_final/161781025386_6.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/161781025386_6.JPG,train,True
2052,300,1,bicycle_final/161781863395_10.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/161781863395_10.JPG,train,True
2061,301,1,bicycle_final/161782417450_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/161782417450_0.JPG,train,True
2080,303,1,bicycle_final/161782665714_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/161782665714_3.JPG,train,True
2098,306,1,bicycle_final/171142452607_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/171142452607_3.JPG,train,True
2116,309,1,bicycle_final/171368827683_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/171368827683_0.JPG,train,True
2123,310,1,bicycle_final/171380163914_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/171380163914_1.JPG,train,True
