image_id,class_id,super_class_id,path,image_path,source_split,exists,blur_score,jpeg_score,blur_flag,jpeg_flag
518,85,1,bicycle_final/121631344039_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121631344039_3.JPG,train,True,77.47230213269359,3.7867555618286133,False,False
524,87,1,bicycle_final/121650365867_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121650365867_2.JPG,train,True,124.72720622877983,2.986943244934082,False,False
530,88,1,bicycle_final/121659334825_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121659334825_2.JPG,train,True,241.27628072417792,5.472833156585693,False,False
540,91,1,bicycle_final/121675480696_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121675480696_0.JPG,train,True,87.18300531827722,2.554126262664795,False,False
550,93,1,bicycle_final/121681616404_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121681616404_2.JPG,train,True,174.72161285061156,3.597944736480713,False,False
552,94,1,bicycle_final/121688376399_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121688376399_0.JPG,train,True,339.2586604392729,6.614444255828857,False,False
565,96,1,bicycle_final/121693410331_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121693410331_3.JPG,train,True,61.80292797688476,2.9150230884552,False,False
570,97,1,bicycle_final/121693410358_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121693410358_2.JPG,train,True,323.633682150994,7.928962230682373,False,False
589,100,1,bicycle_final/121693474773_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121693474773_1.JPG,train,True,187.58101445310172,5.891024112701416,False,False
596,101,1,bicycle_final/121694501472_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121694501472_2.JPG,train,True,73.93277827931021,2.499277114868164,False,False
617,104,1,bicycle_final/121700932933_8.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121700932933_8.JPG,train,True,249.09837471932644,6.567239761352539,False,False
626,106,1,bicycle_final/121702428876_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121702428876_2.JPG,train,True,305.6828994748648,5.727869987487793,False,False
631,107,1,bicycle_final/121703138970_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121703138970_3.JPG,train,True,32.79953504012277,1.9339087009429932,True,False
640,109,1,bicycle_final/121705954472_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121705954472_0.JPG,train,True,93.63793877614685,3.2168660163879395,False,False
650,110,1,bicycle_final/121706104544_6.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121706104544_6.JPG,train,True,267.8328726387729,6.618922710418701,False,False
665,112,1,bicycle_final/121706572367_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121706572367_3.JPG,train,True,317.6739888100759,6.080733299255371,False,False
673,114,1,bicycle_final/121706942171_5.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121706942171_5.JPG,train,True,787.8725974602663,12.516460418701172,False,True
692,118,1,bicycle_final/121710215179_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121710215179_1.JPG,train,True,176.2135314806037,3.8666839599609375,False,False
695,119,1,bicycle_final/121710326891_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121710326891_0.JPG,train,True,151.25021614442176,4.239211082458496,False,False
709,120,1,bicycle_final/121710719816_5.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121710719816_5.JPG,train,True,89.70324304477319,5.281481742858887,False,False
713,121,1,bicycle_final/121710995336_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121710995336_0.JPG,train,True,43.154986934660755,3.2620835304260254,True,False
756,126,1,bicycle_final/121714037108_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121714037108_1.JPG,train,True,260.4865745500556,5.767338275909424,False,False
779,130,1,bicycle_final/121715317560_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121715317560_2.JPG,train,True,11.756689657921209,1.4722942113876343,True,False
784,131,1,bicycle_final/121715427773_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121715427773_2.JPG,train,True,62.444648660549625,3.478877067565918,False,False
795,132,1,bicycle_final/121715580427_11.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121715580427_11.JPG,train,True,387.58506984778313,8.340802192687988,False,True
835,139,1,bicycle_final/121720460294_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/121720460294_3.JPG,train,True,46.38367323796176,3.8946192264556885,True,False
839,140,1,bicycle_final/130901087535_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/130901087535_3.JPG,train,True,173.686352495128,3.0493288040161133,False,False
846,141,1,bicycle_final/130965595946_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/130965595946_1.JPG,train,True,47.27720757018768,4.0054030418396,True,False
872,144,1,bicycle_final/131361479597_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/131361479597_2.JPG,train,True,51.65869435657028,2.299165725708008,False,False
875,145,1,bicycle_final/131405476260_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/131405476260_1.JPG,train,True,140.6610955032869,3.631655216217041,False,False
911,150,1,bicycle_final/131554463573_8.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/131554463573_8.JPG,train,True,8.802012443388776,1.0314652919769287,True,False
945,154,1,bicycle_final/131561502937_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/131561502937_3.JPG,train,True,525.2902832783554,9.575063705444336,False,True
966,156,1,bicycle_final/131562694544_7.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/131562694544_7.JPG,train,True,52.400033977731454,3.9108774662017822,False,False
970,157,1,bicycle_final/131563411079_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/131563411079_1.JPG,train,True,1266.585566666695,17.489070892333984,False,True
1019,161,1,bicycle_final/131564997442_6.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/131564997442_6.JPG,train,True,85.67833642341571,4.148063659667969,False,False
1035,163,1,bicycle_final/131564999237_6.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/131564999237_6.JPG,train,True,57.6346549176047,2.536165952682495,False,False
1045,164,1,bicycle_final/131565001811_6.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/131565001811_6.JPG,train,True,53.22124427077259,2.953639030456543,False,False
1058,166,1,bicycle_final/131565056049_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/131565056049_1.JPG,train,True,396.7289506744509,7.41912841796875,False,False
1064,167,1,bicycle_final/131565408661_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/131565408661_0.JPG,train,True,668.2694095682099,11.518938064575195,False,True
1084,170,1,bicycle_final/131565759745_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/131565759745_3.JPG,train,True,96.92568833923737,3.92087459564209,False,False
1097,172,1,bicycle_final/131566468852_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/131566468852_2.JPG,train,True,52.15636960258523,2.8863492012023926,False,False
1107,173,1,bicycle_final/131566476204_4.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/131566476204_4.JPG,train,True,66.81265988458681,3.2172703742980957,False,False
1114,174,1,bicycle_final/131566532239_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/131566532239_3.JPG,train,True,174.91325731501595,4.605809211730957,False,False
1148,179,1,bicycle_final/131568150445_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/131568150445_1.JPG,train,True,110.20712659586206,2.714578628540039,False,False
1184,184,1,bicycle_final/131569321637_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/131569321637_0.JPG,train,True,32.06065346755918,2.5752437114715576,True,False
1216,188,1,bicycle_final/140931822548_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/140931822548_0.JPG,train,True,473.4783120419381,6.171017646789551,False,False
1225,189,1,bicycle_final/141387526580_4.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/141387526580_4.JPG,train,True,183.3882328876782,5.512636184692383,False,False
1233,191,1,bicycle_final/141629590814_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/141629590814_1.JPG,train,True,246.8435706302583,6.025201797485352,False,False
1245,192,1,bicycle_final/141667672628_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/141667672628_1.JPG,train,True,569.6376469251909,6.9754533767700195,False,False
1254,193,1,bicycle_final/141673401537_8.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/141673401537_8.JPG,train,True,518.7319051164087,8.033710479736328,False,True
1269,196,1,bicycle_final/141713580984_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/141713580984_1.JPG,train,True,37.681365778241286,2.7363169193267822,True,False
1288,198,1,bicycle_final/141718825150_4.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/141718825150_4.JPG,train,True,213.59068690523551,4.9864020347595215,False,False
1308,200,1,bicycle_final/141722064853_9.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/141722064853_9.JPG,train,True,14.115472112980687,1.8398593664169312,True,False
1313,201,1,bicycle_final/141722146167_4.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/141722146167_4.JPG,train,True,45.18154872577184,2.3871896266937256,True,False
1319,202,1,bicycle_final/141726185049_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/141726185049_1.JPG,train,True,382.18562571207684,4.753633499145508,False,False
1370,207,1,bicycle_final/141729292495_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/141729292495_3.JPG,train,True,71.18000568181573,4.450316905975342,False,False
1382,208,1,bicycle_final/141730118718_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/141730118718_3.JPG,train,True,301.61126100975594,6.193301200866699,False,False
1395,209,1,bicycle_final/141730418853_5.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/141730418853_5.JPG,train,True,508.0648289570172,8.408208847045898,False,True
1411,211,1,bicycle_final/141730433316_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/141730433316_2.JPG,train,True,58.94781091625433,3.2646074295043945,False,False
1437,213,1,bicycle_final/141731837563_8.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/141731837563_8.JPG,train,True,297.5592074732073,7.332324981689453,False,False
1458,215,1,bicycle_final/141732891951_8.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/141732891951_8.JPG,train,True,509.7506216606109,9.32899284362793,False,True
1479,218,1,bicycle_final/141733378184_10.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/141733378184_10.JPG,train,True,97.96702629959174,3.4209861755371094,False,False
1492,220,1,bicycle_final/141734023267_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/141734023267_2.JPG,train,True,80.28693090503414,4.307053089141846,False,False
1508,222,1,bicycle_final/141734733640_4.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/141734733640_4.JPG,train,True,463.7555520589215,7.661340236663818,False,False
1522,224,1,bicycle_final/141734776143_11.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/141734776143_11.JPG,train,True,259.4439186681372,5.908536911010742,False,False
1536,226,1,bicycle_final/150678089430_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/150678089430_1.JPG,train,True,96.39984916439067,4.648244857788086,False,False
1576,232,1,bicycle_final/151688514404_11.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/151688514404_11.JPG,train,True,32.82940482865888,2.145042657852173,True,False
1589,233,1,bicycle_final/151692731448_4.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/151692731448_4.JPG,train,True,67.41403721053287,2.026430368423462,False,False
1596,235,1,bicycle_final/151709187034_11.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/151709187034_11.JPG,train,True,53.93263802088713,2.605201005935669,False,False
1627,237,1,bicycle_final/151735821027_8.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/151735821027_8.JPG,train,True,153.13524311027322,4.69466495513916,False,False
1630,238,1,bicycle_final/151736367388_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/151736367388_1.JPG,train,True,81.96042136049049,3.3268425464630127,False,False
1738,249,1,bicycle_final/151747426463_5.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/151747426463_5.JPG,train,True,57.66429557356649,2.2308220863342285,False,False
1747,250,1,bicycle_final/151747657306_4.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/151747657306_4.JPG,train,True,413.2767923583985,7.781337261199951,False,False
1757,253,1,bicycle_final/151747946368_5.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/151747946368_5.JPG,train,True,142.4690589256275,6.994033336639404,False,False
1768,255,1,bicycle_final/151749856007_4.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/151749856007_4.JPG,train,True,4.870207456430459,1.0517852306365967,True,False
1773,257,1,bicycle_final/151753723130_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/151753723130_1.JPG,train,True,119.83612632751465,2.912555456161499,False,False
